,time(%),totaltime(ns),instances,avgtime(ns),kernel,ipc,divergence,glbefficiency,warpefficiency,l2hitrate,compmemratio
0,100.0,70847,1,70847.0,"calculate_temp(int, float *, float *, float *, int, int, int, int, float, float, float, float, float, float)",0.11,82.34,67.12,29.57,76.57,9.45
