,time(%),totaltime(ns),instances,avgtime(ns),kernel,ipc,divergence,glbefficiency,warpefficiency,l2hitrate,compmemratio
0,100.0,1653940,2,826970.0,"compress(const unsigned int *, const unsigned int *, uint2 *, int)",0.47,92.06,100.00,29.97,45.50,5.82
